,title,author,paragraphs,sentence,prompt
288,辋川集：鹿柴,王维,空山不见人，但闻人语响。返景入深林，复照青苔上。,返景入深林，复照青苔上。,"Create a serene image with no text or watermark. The picture should depict a lush forest with vibrant green moss covering the ground. In the center of the image, there is a reflective pool of water, mirroring the surrounding scenery. The water should be clear and still, reflecting the trees and sky above. The trees in the background should be tall and ancient, with branches reaching towards the sky. The color palette should consist of earthy tones, with shades of green for the moss, brown for the tree trunks, and hints of blue for the sky. The overall atmosphere should evoke a sense of tranquility and harmony with nature."
289,辋川集：木兰柴,王维,秋山敛余照，飞鸟逐前侣。彩翠时分明，夕岚无处所。,秋山敛余照，飞鸟逐前侣。,"Create a serene image with a Chinese poem. Picture a tranquil scene with a backdrop of ancient Chinese architecture. In the foreground, there are colorful autumn mountains, their hues ranging from vibrant reds to deep oranges. A flock of birds gracefully soar through the sky, following their companions ahead. The background should be a picturesque landscape, featuring a calm river flowing through lush greenery. Ensure that there are no texts or watermarks in this generated image."
290,辋川集：茱萸沜,王维,结实红且绿，复如花更开。山中傥留客，置此芙蓉杯。,结实红且绿，复如花更开。,"Generate an image with a vibrant color palette. In the center of the picture, there is a sturdy, red table adorned with green flowers. The table is positioned against a backdrop of a serene, ancient Chinese garden. The garden is filled with traditional architecture, such as pagodas and bridges, surrounded by lush greenery. The color scheme of the background should be a harmonious blend of earthy tones, including shades of green, brown, and muted red. Ensure that the generated image does not contain any text or watermarks."
291,辋川集：宫槐陌,王维,仄径荫宫槐，幽阴多绿苔。应门但迎扫，畏有山僧来。,仄径荫宫槐，幽阴多绿苔。,"Generate an image with no text or watermark. The picture should depict a serene scene inspired by ancient Chinese style. In the foreground, there should be a path made of cobblestones, shaded by majestic palace pagoda trees. The trees should be lush and green, with their branches gracefully swaying in the breeze. The path should be slightly curved, leading the viewer's gaze towards the background. The background should feature a tranquil landscape with rolling hills, a meandering river, and a distant mountain range. The hills should be covered in vibrant shades of green, while the river should shimmer with a gentle blue hue. The mountains should be majestic and misty, creating a sense of depth and mystery. The overall color palette should be soft and muted, with warm earth tones dominating the scene. The image should evoke a feeling of tranquility, serenity, and a deep connection with nature."
292,辋川集：临湖亭,王维,轻舸迎上客，悠悠湖上来。当轩对尊酒，四面芙蓉开。,轻舸迎上客，悠悠湖上来。,"Create a serene image with an ancient Chinese style. The picture should depict a tranquil lake with a small boat in the foreground. The boat should be colored in a soft shade of blue, gently gliding towards the viewer. In the background, there should be misty mountains covered in lush greenery, reflecting in the calm waters of the lake. The scene should evoke a sense of tranquility and peace. Ensure that there are no texts or watermarks in the generated image."
293,辋川集：南垞,王维,轻舟南垞去，北垞淼难即。隔浦望人家，遥遥不相识。,轻舟南垞去，北垞淼难即。,"Generate an image with a serene scene of an ancient Chinese river. In the foreground, place a small, elegant boat with a white sail, positioned towards the south. The boat should be surrounded by calm, blue water. In the background, depict rolling hills covered in lush greenery, symbolizing the northern direction. The hills should be dotted with ancient Chinese-style buildings, showcasing the traditional architecture. The overall color palette should consist of soft, muted tones, evoking a sense of tranquility. Ensure that there are no text or watermarks in the generated image."
294,辋川集：欹湖,王维,吹箫凌极浦，日暮送夫君。湖上一回首，青山卷白云。,湖上一回首，青山卷白云。,"Generate an image with a serene lake surrounded by lush green mountains and white clouds. The lake should be positioned in the center of the image, reflecting the vibrant colors of the surroundings. The mountains should be tall and majestic, covered in dense foliage, with shades of green ranging from dark emerald to light jade. The white clouds should be scattered across the sky, creating a sense of tranquility and movement. The background should have a warm color palette, with hints of gold and orange, reminiscent of a beautiful sunset. The scene should be in an ancient Chinese style, with traditional architecture and elements such as pagodas or temples. Ensure that there are no text or watermarks in the generated image."
295,辋川集：柳浪,王维,分行接绮树，倒影入清漪。不学御沟上，春风伤别离。,分行接绮树，倒影入清漪。,"Create an image with a serene and ancient Chinese style. In the center, there is a beautiful, flowing river with clear water reflecting the surroundings. On the riverbank, there is a row of vibrant, blooming silk trees, their branches gracefully swaying in the breeze. The trees are adorned with colorful flowers in shades of pink, purple, and white. The river's surface is calm, creating a perfect mirror-like reflection of the trees. The background should depict a picturesque landscape with rolling hills, distant mountains, and a soft, pastel-colored sky. Ensure that there are no texts or watermarks in the generated image."
296,辋川集：栾家濑,王维,飒飒秋雨中，浅浅石溜泻。跳波自相溅，白鹭惊复下。,飒飒秋雨中，浅浅石溜泻。,"Create a serene image with a Chinese aesthetic. The picture should depict a tranquil scene with a gentle waterfall flowing over smooth, light-colored stones. The stones should be positioned in the foreground, with the waterfall cascading down from above. The background should feature a misty mountain range, painted in soft shades of blue and green, evoking a sense of ancient Chinese landscapes. Ensure that there are no texts or watermarks in the generated image."
297,辋川集：金屑泉,王维,日饮金屑泉，少当千余岁。翠凤翊文螭，羽节朝玉帝。,日饮金屑泉,"Create a serene image with an ancient Chinese style. The picture should depict a tranquil scene with a clear, golden spring. In the foreground, place a delicate, porcelain cup filled with the golden water. The cup should be adorned with intricate blue and white patterns. Surrounding the cup, scatter a few fallen cherry blossoms, their soft pink petals contrasting beautifully with the golden water. In the background, paint a picturesque landscape with rolling hills covered in lush greenery. The hills should be dotted with ancient, elegant pavilions and temples, showcasing traditional Chinese architecture. The sky should be a soft shade of pale blue, with wisps of white clouds. Ensure that there are no texts or watermarks in the image."
298,辋川集：白石滩,王维,清浅白石滩，绿蒲向堪把。家住水东西，浣纱明月下。,清浅白石滩，绿蒲向堪把,"Generate an image with a serene and ancient Chinese style. The picture should depict a clear and shallow white stone beach, with green reeds swaying gently in the breeze. The stones on the beach should be white and positioned in a scattered manner. The background should have a soft color palette, with shades of light blue and pale green, representing a tranquil scene. Ensure that there are no texts or watermarks in the generated image."
299,辋川集：北垞,王维,北垞湖水北，杂树映朱阑。逶迤南川水，明灭青林端。,北垞湖水北，杂树映朱阑。,"Create an image with a serene lake in the foreground. The lake is surrounded by various trees, their leaves reflecting shades of red and orange. In the center of the image, there is a traditional Chinese pavilion with a red railing. The pavilion is positioned on the edge of the lake, creating a picturesque view. The background should be a mountain range covered in mist, giving a sense of tranquility. Ensure that there are no texts or watermarks in the generated image."
300,辋川集：竹里馆,王维,独坐幽篁里，弹琴复长啸。深林人不知，明月来相照。,独坐幽篁里，弹琴复长啸。,"Create a serene image with a Chinese poem. Picture a tranquil bamboo forest with a person sitting alone, playing a qin (a traditional Chinese musical instrument) and singing. The person is dressed in traditional Chinese attire, and the qin is made of dark wood with delicate carvings. The forest is filled with tall, green bamboo stalks, gently swaying in the breeze. The background is a misty landscape with distant mountains, painted in soft shades of blue and gray. The scene exudes a sense of solitude and tranquility. Ensure that there are no watermarks or text in the generated image."
301,辋川集：辛夷坞,王维,木末芙蓉花，山中发红萼。涧户寂无人，纷纷开且落。,木末芙蓉花，山中发红萼。,"Generate an image with no text or watermark. The picture should depict a scene inspired by ancient Chinese style. In the foreground, there are two objects: a blooming lotus flower and a mountain. The lotus flower is vibrant and pink, positioned at the end of a wooden branch. The mountain is majestic and covered in lush greenery, with red petals scattered around its base. The background should be a serene landscape, featuring a tranquil river flowing through a misty valley. The color palette should consist of soft pastel tones, with hints of pink, green, and blue."
302,辋川集：漆园,王维,古人非傲吏，自阙经世务。偶寄一微官，婆娑数株树。,婆娑数株树。,"Create a serene image with ancient Chinese style. In the center, there are several tall, slender trees with lush green leaves, swaying gently in the wind. The trees are positioned diagonally, forming a graceful curve. The background should be a tranquil scene with soft, muted colors, depicting a misty mountain range in shades of blue and gray. The mountains should be partially covered by clouds, giving a sense of mystery and tranquility. Ensure that there are no texts or watermarks in the generated image."
303,辋川集：椒园,王维,桂尊迎帝子，杜若赠佳人。椒浆奠瑶席，欲下云中君。,桂尊迎帝子，杜若赠佳人。,"Generate an image with a Chinese poem theme. The picture should depict a scene with a golden wine cup (桂尊) placed on a red silk cloth, positioned on the left side of the image. On the right side, there should be a beautiful woman (佳人) holding a bouquet of purple iris flowers (杜若). The background should be a serene garden with a flowing river, lush green trees, and a traditional Chinese pavilion. The colors should be vibrant, with a mix of red, gold, purple, and green. Ensure that there are no watermarks or text in the generated image."
304,皇甫岳云溪杂题五首：鸟鸣涧,王维,人闲桂花落，夜静春山空。月出惊山鸟，时鸣春涧中。,人闲桂花落，夜静春山空。,"Create a serene image with no text or watermark. Show a scene of ancient Chinese style with a backdrop of tranquil mountains. In the foreground, position a graceful, falling cluster of white and yellow osmanthus flowers. The flowers should be delicately scattered on the ground, symbolizing the passage of time and the tranquility of the night. The background should be painted in soft, muted colors, depicting misty mountains and a calm, starry sky."
305,皇甫岳云溪杂题五首：莲花坞,王维,日日采莲去，洲长多暮归。弄篙莫溅水，畏湿红莲衣。,弄篙莫溅水，畏湿红莲衣。,"Create an image with a serene background of a tranquil lake surrounded by lush green mountains. In the foreground, place a small wooden boat with a long pole (colored brown) used for punting. The boat should be positioned slightly off-center, with a person dressed in traditional Chinese clothing (colored blue) standing at the back, holding the pole. The person should be depicted in a graceful pose, looking towards the distant horizon. Ensure that there are no texts or watermarks in the generated image. The overall style should reflect ancient Chinese aesthetics."
306,皇甫岳云溪杂题五首：鸬鹚堰,王维,乍向红莲没，复出清蒲飏。独立何褵褷，衔鱼古查上。,乍向红莲没，复出清蒲飏。,"Generate an image with a serene and ancient Chinese style. The picture should depict a tranquil scene with a lotus pond in the foreground. The lotus flowers should be in full bloom, showcasing vibrant shades of red and pink. The pond should be surrounded by tall, slender cattails swaying gently in the breeze. In the background, there should be a misty mountain range, painted in soft shades of blue and green. The mountains should be adorned with ancient Chinese-style buildings, nestled among the lush greenery. The overall atmosphere should evoke a sense of peace and tranquility. Ensure that there are no text or watermarks in the generated image."
307,皇甫岳云溪杂题五首：上平田,王维,朝耕上平田，暮耕上平田。借问问津者，宁知沮溺贤。,朝耕上平田，暮耕上平田。,"Create a serene image with an ancient Chinese style. The picture should depict a vast, flat field with a farmer diligently working. The farmer should be wearing traditional attire, with a conical hat and a straw raincoat. The color of the farmer's clothing should be earthy, such as brown or beige. The field should be lush and green, with rows of crops stretching into the distance. In the background, there should be a tranquil river flowing gently, reflecting the vibrant colors of the surrounding landscape. The scene should be set during sunrise or sunset, with warm hues of orange and gold painting the sky. The overall ambiance should evoke a sense of tranquility and harmony with nature. Ensure that there are no text or watermarks in the generated image."
308,皇甫岳云溪杂题五首：萍池,王维,春池深且广，会待轻舟回。靡靡绿萍合，垂杨扫复开。,春池深且广，会待轻舟回。,"Create a serene image with a Chinese poem. Picture a tranquil spring scene with a deep and wide pond. In the center, a light boat awaits its return. The boat is painted in a vibrant red color, symbolizing good fortune and joy. Surrounding the pond, there are lush green willow trees gently swaying in the breeze. The background should be a picturesque landscape with misty mountains, traditional Chinese buildings, and a soft pink and orange sunset sky. Ensure that there are no text or watermarks in the generated image."
309,答裴迪辋口遇雨忆终南山之作,王维,淼淼寒流广，苍苍秋雨晦。君问终南山，心知白云外。,淼淼寒流广，苍苍秋雨晦。,"Generate an image with a serene and ancient Chinese style. The picture should depict a flowing river, colored in a deep blue hue, occupying the center of the image. On both sides of the river, there are lush green trees, their leaves tinged with autumn colors. In the distance, there is a traditional Chinese pavilion, painted in shades of red and adorned with intricate golden patterns. The pavilion is positioned on a small hill, overlooking the river. The background should be a misty landscape, with soft shades of gray and hints of mountains in the distance. Ensure that there are no text or watermarks in the generated image."
310,山中寄诸弟妹,王维,山中多法侣，禅诵自为群。城郭遥相望，唯应见白云。,山中多法侣，禅诵自为群。,"Create an image with a serene and ancient Chinese style. In the center, place a group of meditating monks dressed in saffron robes. Their peaceful expressions and closed eyes convey a sense of tranquility. Surrounding them, paint the lush green mountains, with misty clouds floating above. The mountains should be adorned with ancient temples and pagodas, showcasing traditional Chinese architecture. The color palette should consist of soft earth tones, with hints of vibrant reds and yellows on the temples. Ensure that there are no texts or watermarks in the image."
311,闻裴秀才迪吟诗因戏赠,王维,猿吟一何苦，愁朝复悲夕。莫作巫峡声，肠断秋江客。,莫作巫峡声，肠断秋江客。,"Create a serene image with a Chinese aesthetic. The picture should depict a tranquil river scene with a lone traveler. The traveler should be positioned on the left side of the image, wearing traditional Chinese clothing. The river should be depicted in shades of blue, reflecting the clear sky above. The water should gently flow, creating a sense of calmness. On the right side of the image, there should be a small boat, colored in earthy tones, anchored near the riverbank. The boat should be empty, symbolizing the absence of the traveler's companions. The background should be a picturesque landscape with rolling hills covered in lush greenery. The hills should be dotted with ancient Chinese-style buildings, blending harmoniously with the natural surroundings. The overall color palette should be soft and muted, evoking a sense of tranquility. Ensure that there are no texts or watermarks in the generated image."
312,赠韦穆十八,王维,与君青眼客，共有白云心。不向东山去，日令春草深。,不向东山去，日令春草深。,"Generate an image with no text or watermark. The picture should depict a serene scene inspired by ancient Chinese style. In the foreground, there is a vibrant green grass field, stretching towards the horizon. A cluster of cherry blossom trees stands on the left side of the image, their delicate pink petals gently swaying in the breeze. On the right side, a small wooden bridge arches over a tranquil stream, its clear water reflecting the azure sky above. In the distance, majestic mountains rise, their peaks shrouded in mist. The color palette should be soft and muted, with earthy tones dominating the landscape. The overall atmosphere should evoke a sense of tranquility and the arrival of spring."
313,送别,王维,山中相送罢，日暮掩柴扉。春草明年绿，王孙归不归。,山中相送罢，日暮掩柴扉。,"Create an image with a serene and ancient Chinese setting. The foreground should depict two figures bidding farewell in a mountainous landscape. One figure should be dressed in a flowing blue robe, standing on the left side of the image, while the other figure, wearing a red robe, should be positioned on the right side. The colors of the robes should be vibrant and eye-catching.

The background should showcase a picturesque scene with misty mountains, lush green trees, and a tranquil river flowing through the landscape. The colors of the background should be soft and muted, with shades of green, blue, and gray, evoking a sense of tranquility and harmony.

Ensure that there are no texts or watermarks in the generated image. The overall style should reflect the ancient Chinese aesthetic, with traditional architecture and elements such as pagodas or pavilions in the distance."
314,临高台送黎拾遗,王维,相送临高台，川原杳何极。日暮飞鸟还，行人去不息。,日暮飞鸟还，行人去不息。,"Create an image with a serene background in ancient Chinese style. The foreground should depict a flock of birds flying against the setting sun. The birds should be portrayed in various shades of black and gray, gracefully soaring through the sky. The setting sun should be a vibrant orange, casting a warm glow over the entire scene. The background should consist of rolling hills, lush green trees, and a tranquil river flowing gently in the distance. Ensure that there are no texts or watermarks in the generated image."
315,别辋川别业,王维,依迟动车马，惆怅出松萝。忍别青山去，其如绿水何。,忍别青山去，其如绿水何。,"Generate an image with no text or watermark. The picture should depict a serene scene inspired by ancient Chinese style. In the foreground, there is a majestic green mountain, symbolizing strength and resilience. The mountain should be positioned towards the left side of the image, with lush greenery covering its slopes. In the middle ground, there is a tranquil river, shimmering with shades of green and reflecting the beauty of the surroundings. The river should flow from the right side of the image towards the left, creating a sense of movement. The background should feature a clear blue sky, adorned with wispy white clouds. The sky should gradually transition into a soft pinkish hue near the horizon, indicating the approaching sunset. The overall color palette should be dominated by shades of green, representing nature and harmony."
316,崔九弟欲往南山马上口号与别,王维,城隅一分手，几日还相见。山中有桂花，莫待花如霰。,山中有桂花，莫待花如霰。,"Create a serene image with an ancient Chinese style. In the center, position a graceful, blooming white osmanthus tree, surrounded by lush greenery. The tree should be adorned with delicate, fragrant white flowers. The background should depict misty mountains, painted in soft shades of blue and gray. The scene should evoke a sense of tranquility and beauty. Ensure that there are no texts or watermarks in the generated image."
317,题友人云母障子,王维,君家云母障，时向野庭开。自有山泉入，非因采画来。,君家云母障，时向野庭开。,"Generate an image with a Chinese poem theme. The picture should depict a scene with a translucent jade screen (colored light green) placed in the foreground. The screen is positioned slightly to the right, allowing a view of a beautiful garden in the background. The garden should be filled with traditional Chinese elements such as a small pond, blooming cherry blossom trees, and a stone bridge. The overall color scheme of the background should be vibrant and serene, with shades of pink, white, and green. Ensure that there are no texts or watermarks in the generated image."
318,红牡丹,王维,绿艳闲且静，红衣浅复深。花心愁欲断，春色岂知心。,绿艳闲且静，红衣浅复深。,"Generate an image with a serene and tranquil atmosphere. In the center of the picture, there is a vibrant green garden with various shades of green plants and trees. On the left side of the garden, there is a person wearing a light red robe, standing gracefully. The person's robe has a subtle gradient, transitioning from a lighter shade of red at the top to a deeper shade at the bottom. The person is looking towards the garden with a calm and peaceful expression.

The background of the image should depict an ancient Chinese landscape. The scene should include distant mountains with misty peaks, a flowing river, and a traditional Chinese pavilion nestled among the trees. The colors of the background should be soft and muted, with shades of pale blue and gray to create a sense of tranquility.

Ensure that the generated image does not contain any text or watermarks."
319,左掖梨花,王维,闲洒阶边草，轻随箔外风。黄莺弄不足，衔入未央宫。,闲洒阶边草，轻随箔外风。,"Create a serene image with a Chinese poem. Picture a tranquil scene with green grass gently swaying by the steps. The grass should be a vibrant shade of emerald, positioned at the edge of the steps. The background should be a picturesque landscape, featuring ancient Chinese architecture and a serene river flowing nearby. The buildings should be adorned with traditional red roofs and intricate designs. The scene should be set during a beautiful sunset, with warm hues of orange and pink painting the sky. Ensure that there are no texts or watermarks in the generated image."
320,菩提寺禁口号又示裴迪,王维,安得舍罗网，拂衣辞世喧。悠然策藜杖，归向桃花源。,悠然策藜杖，归向桃花源。,"Create a serene image with no text or watermark. The picture should depict a person holding a bamboo cane, leisurely walking towards a peach blossom paradise. The person should be dressed in traditional Chinese attire, with a calm expression on their face. The cane should be a light brown color, held in the person's right hand. The background should be a picturesque scene, with rolling hills covered in vibrant pink peach blossoms. The sky should be a clear, pale blue color, with a few fluffy white clouds. The overall style of the image should reflect ancient Chinese aesthetics."
321,杂诗三首,王维,家住孟津河，门对孟津口。常有江南船，寄书家中否。君自故乡来，应知故乡事。来日绮窗前，寒梅著花未。已见寒梅发，复闻啼鸟声。心心视春草，畏向阶前生。,已见寒梅发，复闻啼鸟声。,"Create a serene image with a Chinese poem. Picture a scene with a white plum blossom tree in full bloom, positioned on the left side of the image. On the right side, a colorful bird is perched on a branch, singing joyfully. The background should be a tranquil garden with a flowing stream, surrounded by ancient Chinese-style buildings. The color palette should consist of soft pastel hues, with shades of pink for the plum blossoms, vibrant colors for the bird, and earthy tones for the buildings. Ensure that there are no texts or watermarks in the generated image."
322,崔兴宗写真咏,王维,画君年少时，如今君已老。今时新识人，知君旧时好。,画君年少时，如今君已老。,"Generate an image with an ancient Chinese style. The picture should depict a young man and an old man. The young man should be positioned on the left side of the image, wearing a vibrant red robe. His face should reflect a sense of innocence and curiosity. The old man should be positioned on the right side of the image, wearing a faded blue robe. His face should show signs of wisdom and experience. The background should be a serene landscape with rolling hills, a tranquil river, and a graceful bridge. The colors of the background should be soft and muted, with shades of green, blue, and gray. Ensure that there are no text or watermarks in the generated image."
323,山茱萸,王维,朱实山下开，清香寒更发。幸与丛桂花，窗前向秋月。,幸与丛桂花，窗前向秋月。,"Create a serene image with a Chinese poem. The picture should depict a scene with a window in the foreground. Outside the window, there should be a cluster of blooming osmanthus flowers, colored in a vibrant golden hue. The flowers should be positioned to the right of the window, creating a sense of balance. The window should overlook a tranquil autumn night, with a full moon shining brightly in the sky. The background should be painted in soft, muted colors, reminiscent of an ancient Chinese landscape painting. Ensure that there are no text or watermarks in the generated image."
324,相思,王维,红豆生南国，秋来发故枝。愿君多采撷，此物最相思。,红豆生南国，秋来发故枝。,"Create a serene image with a Chinese aesthetic. The picture should depict a branch with red beans blossoming against a backdrop of ancient Chinese architecture. The branch should be positioned diagonally across the image, with the red beans prominently displayed. The background should be a tranquil scene, with soft hues of green and blue, representing a peaceful autumn landscape. Ensure that there are no watermarks or text in the generated image."
325,书事,王维,轻阴阁小雨，深院昼慵开。坐看苍苔色，欲上人衣来。,轻阴阁小雨，深院昼慵开。,"Generate an image with a serene atmosphere. The picture should depict a small pavilion, painted in soft shades of gray and adorned with intricate carvings. Positioned in the center of the image, the pavilion is surrounded by a tranquil garden filled with blooming cherry blossom trees. The background should be a misty landscape, with rolling hills and a distant river. Ensure that there are no texts or watermarks in the generated image."
326,哭孟浩然,王维,故人不可见，汉水日东流。借问襄阳老，江山空蔡州。,汉水日东流。,"Create a serene image with an ancient Chinese style. The picture should depict a flowing river, with the color of the water reflecting the golden rays of the setting sun. In the foreground, position a solitary boat, painted in a deep crimson hue, gently gliding along the river. The boat should be adorned with delicate cherry blossom petals, symbolizing beauty and transience. Surrounding the river, there should be lush green willow trees, their long branches gracefully swaying in the breeze. In the distance, a majestic mountain range, painted in shades of indigo and jade, should rise against the horizon. The sky should be a soft blend of pastel pinks and purples, with scattered clouds adding a touch of ethereal beauty. Ensure that there are no text or watermarks in this image."
327,阙题二首,王维,荆溪白石出，天寒红叶稀。山路元无雨，空翠湿人衣。相看不忍发，惨淡暮潮平。语罢更携手，月明洲渚生。,山路元无雨，空翠湿人衣。,"Create an image with a serene mountain landscape. In the foreground, depict a winding path with lush green grass and trees on both sides. Place a solitary figure wearing wet green robes, standing in the middle of the path. The person should be facing away from the viewer, looking towards the mist-covered mountains in the distance. The background should feature misty mountains with shades of blue and gray, indicating a rainy atmosphere. The scene should be in an ancient Chinese style, with traditional architecture and elements. Ensure that there is no text or watermark in the generated image."
328,田园乐七首,王维,厌见千门万户，经过北里南邻。官府鸣珂有底，崆峒散发何人。再见封侯万户，立谈赐璧一双。讵胜耦耕南亩，何如高卧东窗。采菱渡头风急，策杖林西日斜。杏树坛边渔父，桃花源里人家。萋萋春草秋绿，落落长松夏寒。牛羊自归村巷，童稚不识衣冠。山下孤烟远村，天边独树高原。一瓢颜回陋巷，五柳先生对门。桃红复含宿雨，柳绿更带朝烟。花落家童未扫，莺啼山客犹眠。酌酒会临泉水，抱琴好倚长松。南园露葵朝折，东谷黄粱夜舂。,桃红复含宿雨，柳绿更带朝烟。,"Generate an image with no text or watermark. The picture should depict a scene inspired by ancient Chinese style. In the foreground, there are delicate peach blossoms, their petals a vibrant shade of pink, glistening with dewdrops. Intertwined with the blossoms are slender willow branches, their leaves a fresh shade of green, tinged with the morning mist. The peach blossoms and willow branches should be positioned in a way that creates a harmonious and balanced composition. 

The background of the image should be a serene landscape, evoking a sense of tranquility. The colors should be soft and muted, with hints of pale blue and gentle shades of green. The scene could include distant mountains, partially shrouded in mist, and a calm river flowing gracefully through the landscape. The overall atmosphere should be peaceful and serene, capturing the essence of the poem's emotions."
329,少年行四首,王维,新丰美酒斗十千，咸阳游侠多少年。相逢意气为君饮，系马高楼垂柳边。出身仕汉羽林郎，初随骠骑战渔阳。孰知不向边庭苦，纵死犹闻侠骨香。一身能擘两雕弧，虏骑千重只似无。偏坐金鞍调白羽，纷纷射杀五单于。汉家君臣欢宴终，高议云台论战功。天子临轩赐侯印，将军佩出明光宫。,相逢意气为君饮，系马高楼垂柳边。,"Create a serene image with an ancient Chinese style. The picture should depict a meeting between two individuals. In the foreground, there should be a table with two cups, one filled with a golden liquid. The cups should be placed on a red silk tablecloth. The individuals should be sitting on a stone bench, dressed in traditional Chinese attire. One person should be pouring the golden liquid into the other person's cup, symbolizing friendship and camaraderie. The background should showcase a high tower with hanging willow branches, swaying gently in the breeze. The tower should be surrounded by lush greenery and a calm river flowing nearby. The color palette should consist of soft pastel shades, with hints of red, gold, and green. Ensure that there are no watermarks or text in the generated image."
330,赠裴旻将军,王维,腰间宝剑七星文，臂上雕弓百战勋。见说云中擒黠虏，始知天上有将军。,见说云中擒黠虏，始知天上有将军。,"Generate an image with no text or watermark. The image should depict a serene scene in ancient China. In the foreground, there should be a majestic, ancient Chinese general dressed in vibrant red armor, holding a golden spear. He stands tall and proud, with a determined expression on his face. Behind him, there is a cloudy sky with hints of sunlight breaking through. The clouds are tinged with shades of pink and orange, creating a warm and peaceful atmosphere. In the distance, there are traditional Chinese buildings with curved roofs, adorned with intricate golden details. The buildings are surrounded by lush green trees and blooming cherry blossoms, adding a touch of natural beauty to the scene. The overall color scheme should be rich and vibrant, with a focus on red, gold, and shades of pink. The image should evoke a sense of honor, bravery, and the awe-inspiring power of the heavens."
331,九月九日忆山东兄弟,王维,独在异乡为异客，每逢佳节倍思亲。遥知兄弟登高处，遍插茱萸少一人。,遥知兄弟登高处，遍插茱萸少一人。,"Create a serene image with an ancient Chinese style. The picture should depict a mountainous landscape with two brothers standing on a high peak. One brother is missing, symbolized by a single red ""茱萸"" flower. The remaining brother is wearing a blue robe and standing on the left side of the image, looking towards the distant mountains. The missing brother should be positioned on the right side of the image, leaving a noticeable gap between them. The background should be painted in soft, muted colors, with shades of green and gray to represent the mountains and mist. The scene should evoke a sense of tranquility and longing. Ensure that there is no text or watermark in the generated image."
332,送王尊师归蜀中拜扫,王维,大罗天上神仙客，濯锦江头花柳春。不为碧鸡称使者，唯令白鹤报乡人。,濯锦江头花柳春。,"Create a serene image with a Chinese touch. The picture should depict a riverbank scene with vibrant colors. In the foreground, there should be a weeping willow tree with long, graceful branches cascading towards the water. Its leaves should be a lush shade of green, gently swaying in the breeze. On the riverbank, position a cluster of colorful flowers, including cherry blossoms, peonies, and lotus flowers. The cherry blossoms should be a delicate pink, the peonies a vibrant red, and the lotus flowers a serene white. The flowers should be in full bloom, symbolizing the arrival of spring. In the background, create a picturesque landscape with rolling hills and distant mountains. The hills should be covered in a soft, misty green, while the mountains should be a majestic shade of blue. The sky should be a clear, pale blue, with a few fluffy white clouds scattered across it. Ensure that there are no text or watermarks in the image."
333,渭城曲,王维,渭城朝雨浥轻尘，客舍青青杨柳春。劝君更尽一杯酒，西出阳关无故人。,渭城朝雨浥轻尘，客舍青青杨柳春。,"Create a serene image with a Chinese ancient style. The picture should depict a scene of a rainy morning in the city of Wei. In the foreground, there should be a guesthouse surrounded by lush green willow trees. The willow trees should be vibrant and full of life, representing the arrival of spring. The rain should be gently falling, creating a misty atmosphere and lightly wetting the ground, symbolized by the light dust being washed away. The color palette should consist of soft, muted tones, with shades of green for the willow trees and hints of blue for the rain. The background should showcase a traditional Chinese cityscape, with ancient-style buildings and a distant mountain range. Ensure that there are no texts or watermarks in the generated image."
334,齐州送祖二,王维,送君南浦泪如丝，君向东州使我悲。为报故人憔悴尽，如今不似洛阳时。,送君南浦泪如丝,"Create a serene image with an ancient Chinese style. The picture should depict a river scene with a person standing on the southern bank, shedding tears like silk. The person should be dressed in traditional Chinese attire, with a conical hat and a long flowing robe. The color palette should consist of soft, muted tones, with shades of blue and green dominating the landscape. The river should be calm and reflective, with lotus flowers floating on its surface. In the background, there should be a cluster of ancient buildings, with curved roofs and intricate carvings. The sky should be clear, with a hint of pink and orange as the sun sets. Ensure that there are no texts or watermarks in the generated image."
335,送韦评事,王维,欲逐将军取右贤，沙场走马向居延。遥知汉使萧关外，愁见孤城落日边。,愁见孤城落日边。,"Create a serene image with an ancient Chinese style. The picture should depict a solitary city at sunset. In the foreground, there is a river flowing gently, reflecting the warm hues of the setting sun. On the riverbank, there are weeping willow trees with their long, graceful branches swaying in the breeze. The city is positioned on a hill, surrounded by a stone wall. The buildings within the city are traditional Chinese architecture, with curved roofs and intricate designs. The color palette should consist of soft, muted tones, with warm shades of orange, pink, and purple dominating the sky. The scene should evoke a sense of tranquility and melancholy, capturing the emotions described in the poem. Ensure that there are no text or watermarks in the generated image."
336,灵云池送从弟,王维,金杯缓酌清歌转，画舸轻移艳舞回。自叹鹡鸰临水别，不同鸿雁向池来。,金杯缓酌清歌转，画舸轻移艳舞回。,"Create a serene image with a Chinese poem. Picture a golden cup placed on a wooden table in the foreground. The cup is filled with a clear liquid, and a gentle melody fills the air. In the middle ground, a beautifully painted boat glides gracefully on a tranquil river. The boat is adorned with vibrant colors, and dancers in colorful attire perform an enchanting dance on its deck. The background should depict a picturesque scene of ancient Chinese architecture, with traditional buildings and lush gardens. The color palette should consist of soft, muted tones, reflecting the elegance and tranquility of the setting. Ensure that there are no text or watermarks in the generated image."
